日期,进口商名称(标准),进口商名称(原始),出口商名称(标准),出口商名称(原始),海关编码,产品(英文),产品描述,千克重量,数量,数量单位,美元总价,重量美元单价,数量美元单价,原产国,目的国,起运港,目的港,数据源,进/出口,运输方式,成交方式
2026-03-20,ROCKWELL AUTOMATION DE PERU S A,ROCKWELL AUTOMATION DE PERU S.A,ROCKWELL,ROCKWELL AUTOMATION,8544491090,SIDE JUMPER,"PUENTE LATERAL DE 4 POLOS, ALLEN BRADLEY, 1492-SJ8A-4 1492-SJ8A-4 1492-SJ8A-4 A IEC TERM BLCK 4 POLE SIDE JUMPER CREDITO 15 DIAS, FECHA DE FACTURA",0.18,0.18,KGS,29.66,164.7778,0.5932,Romania,Peru,CHICAGO,,peru,imports,AIR,FOB
2026-03-20,ANIXTER JORVEX S A C,ANIXTER JORVEX S.A.C.,SENATOR AS AGENT JORVEX SA,SENATOR AS AGENT JORVEX SA,8544491090,-,"CABLE ELECTRICO DE COBRE, GENERAL CABLE, MV-105 3FE-4041 COMERCIALIZADO EN MILLARES DE PIES CABLE ELECTRICO DE COBRE CREDITO A 30 DIAS DESDE FECHA DE FACTURA",123.08,123.08,KGS,4320.35,35.102,11369.3421,United States,Peru,MIAMI,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,POWER CABLE,"CABLE DE PODER, YOURONG, UL2586-2X7AWG-D-BLACK [2 CORES: BLUE, BLACK]-SHIEL 25033534 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER, DE COBRE SIN CONECTORES UL2586-2X7AWG-D-BLACK [2 CORES: BLUE, BLACK]-SHIELDED OUTDOOR CABLE-UL",189.99,189.99,KGS,13666.8,71.9343,4.7786,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,XYLEM WATER SOLUTIONS PERU S A,XYLEM WATER SOLUTIONS PERU S.A.,XYLEM EUROPE GMBH CO XYLEM,XYLEM EUROPE GMBH CO XYLEM,8544491090,MOTOR CABLE UNIT,"MOTOR CABLE UNIT, FLYGT, S/M PART NUMBER: 941996 TRANSPORTAR LA ENERGIA ELECTRICA CABLE SUBCAB S3X50 + 3X25/3 + S[4X0.5] 38-40MM COBRE",720.0,720.0,KGS,18855.31,26.1879,78.5638,Germany,Peru,MALMÃ AIRPORT,,peru,imports,AIR,FOB
2026-03-20,IDEA IMPORT E I R L,IDEA IMPORT E.I.R.L.,HANGZHOU GRANDIX ELECTRONICS CO LTD,HANGZHOU GRANDIX ELECTRONICS CO LTD,8544499090,AUDIO CABLE SNAKE CABLE,"SNAKE CABLE [AUDIO CABLE SIGNAL ADA,S/M,DUAL-DI20P, METAL ADAPTADOR DE SENAL DE AUDIO CABLE SNAKE CABLE [AUDIO CABLE SIGNAL ADAPTER]",1.41,1.41,KGS,10.76,7.6312,10.76,China,Peru,NINGBO LISHE INTERNATIONAL APT,,peru,imports,SEA,FOB
2026-03-20,ROCKWELL AUTOMATION DE PERU S A,ROCKWELL AUTOMATION DE PERU S.A,ROCKWELL,ROCKWELL AUTOMATION,8544491090,TERMINAL BLOCK,"BLOQUE DE TERMINALES IEC, ALLEN BRADLEY, 1492-SJFB8-10 1492-SJFB8-10 1492-SJFB8-10 C IEC TERM BLCK 10 POLE SIDE JUMPER",0.34,0.34,KGS,104.8,308.2353,10.48,United States,Peru,MIAMI,,peru,imports,AIR,FOB
2026-03-20,IMPORTADORA EXPORTADORA MEGATRONICS SOCI,IMPORTADORA EXPORTADORA MEGATRONICS SOCI,MAG TRADING CO LTDROOM 2902 NORTH TOWER YUEXIU CI,MAG TRADING CO LTDROOM 2902 NORTH TOWER YUEXIU CI,8544499090,POWER CABLE,"CABLE DE ALIMENTACION, S/M, S/M PVC CABLE DE ALIMENTACION CABLE DE ALIMENTACION",1.61,1.61,KGS,5.73,3.559,0.573,China,Peru,SHEKOU PT,,peru,imports,SEA,FOB
2026-03-20,INGRAM MICRO S A C,INGRAM MICRO S.A.C.,JAS AS AGENT FOR INGRAM MICRO SAC,JAS AS AGENT FOR INGRAM MICRO SAC,8544491010,SWITCH STACK KIT,"C9300L-STACK-KIT2, CISCO, C9300L-STACK-KIT2 INCLUYE 2 CONECTORES Y UN CABLE COMERCIAL CAJA C9300L-STACK-KIT2 - KIT DE STACK PARA SWITCH 9300L",15.18,15.18,KGS,10568.54,696.2148,440.3558,Mexico,Peru,MIAMI,,peru,imports,SEA,FOB
2026-03-20,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,8544491090,-,"KIT DMX 10M, S/M, SV 10D KIT DMX 10M REPUESTO DE APARATO DE ILUMINACION DMX KIT DMX 10M",267.85,267.85,KGS,1824.26,6.8108,3.6485,China,Peru,SHEKOU PT,,peru,imports,SEA,FOB
2026-03-20,APPLE GLASS PERUANA S A C,APPLE GLASS PERUANA S.A.C,MC CASTANHO IMP E EXP LTDA,MC CASTANHO IMP E EXP LTDA,8544499090,-,"SENSOR DE TEMPERATURA,S/M,S/M, COD: 92020332 DE 24V",0.32,0.32,KGS,103.95,324.8438,10.395,Brazil,Peru,RIO GRANDE,,peru,imports,SEA,FOB
2026-03-20,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,8544491090,-,"KIT DMX 2M, S/M, SV 2D KIT DMX 2M REPUESTO DE APARATO DE ILUMINACION DMX KIT DMX 2M",91.84,91.84,KGS,625.46,6.8103,1.2509,China,Peru,SHEKOU PT,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, PANYU, H07Z-K UL3386 25MM^2 BLACK 25030638 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER [DE MATERIAL COBRE, SIN CONECTORES] H07Z-K UL3386 25MM^2 BLACK",7.29,7.29,KGS,528.67,72.5199,5.2867,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,ANIXTER JORVEX S A C,ANIXTER JORVEX S.A.C.,SENATOR AS AGENT JORVEX SA,SENATOR AS AGENT JORVEX SA,8544491090,ELECTRIC CABLE,"CABLE ELECTRICO, SERVICE WIRE, TRAY CABLE XHHW-2 6-3C STR BC XLP/PVC TRAY CBL XHHW-2 CDRS XLP #8 GRD PVC JKT600V 90C UL TC-ER M4 3H-0603 CABLE ELECTRICO CREDITO A 30 DIAS DESDE FECHA DE FACTURA",209.45,209.45,KGS,7352.41,35.1034,3297.0448,United States,Peru,MIAMI,,peru,imports,SEA,FOB
2026-03-20,IDEA IMPORT E I R L,IDEA IMPORT E.I.R.L.,HANGZHOU GRANDIX ELECTRONICS CO LTD,HANGZHOU GRANDIX ELECTRONICS CO LTD,8544499090,SNAKE CABLE,"SNAKE CABLE,S/M,SNP003-4, PLASTICO Y METAL CONEXION DE CABLE DE MICROFONO SNAKE CABLE",5.09,5.09,KGS,38.91,7.6444,38.91,China,Peru,NINGBO LISHE INTERNATIONAL APT,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, BCC, BCC60227IEC02[RV] 16MM^2 YELLOW/GREEN 25030429 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER, DE COBRE SIN CONECTORES BCC60227IEC02[RV] 16MM^2 YELLOW/GREEN",1.51,1.51,KGS,108.75,72.0199,3.0208,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,8544491090,DMX KIT,"KIT DMX 5M, S/M, SV 5D KIT DMX 5M REPUESTO DE APARATO DE ILUMINACION DMX KIT DMX 5M",145.41,145.41,KGS,990.31,6.8105,1.9806,China,Peru,SHEKOU PT,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,POWER CABLE,"CABLE DE PODER, DE COBRE SIN CONECTORES, SHANGSHANG, UL 2586-2X10AWG [BLACK, BLUE] CABLE DE PODER, DE COBRE SIN CONECTORES 0006042601069GIRD0022H POWER CABLE,600V,UL2586-2X10AWG,BLACK[2CORES:BLUE,BLACK],D,SHIELDING OUTDOOR CABLE,UL [UNI 25033328",728.57,728.57,KGS,40424.56,55.4848,2.6248,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, DE COBRE SIN CONECTORES, YOURONG, 60227IEC02[RV] 35MM^2 RED CABLE DE PODER, DE COBRE SIN CONECTORES 0TH6042601150SIRD0057H POWER CABLE,450V/750V,60227 IEC 02[RV],35MM^2,RED,138A,CCC,CE [UNIT:METER] 25030418",12.81,12.81,KGS,700.97,54.7205,8.7621,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,SONO VIDEO EMPRESA INDIVIDUAL DE RESPONS,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,GLOBAL FORTUNE INTENATIONAL GROUP LIMITED,8544491090,-,"KIT DMX 20M, S/M, SV 20D KIT DMX 20M REPUESTO DE APARATO DE ILUMINACION DMX KIT DMX 20M",497.44,497.44,KGS,3387.93,6.8107,6.7759,China,Peru,SHEKOU PT,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, PANYU, 60227IEC02[RV] 6MM^2 YELLOW/GREEN 25030191 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER, DE COBRE SIN CONECTORES 60227IEC02[RV] 6MM^2 YELLOW/GREEN",0.03,0.03,KGS,2.26,75.3333,1.13,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,POWER CABLE,"CABLE DE PODER, DE COBRE SIN CONECTORES, YOURONG, 60227IEC02[RV] 35MM^2 YELLOW/GREEN CABLE DE PODER, DE COBRE SIN CONECTORES 0TH6042601150SIRD0051H, 0TH6042601150SIRD0072H POWER CABLE,450V/750V,60227 IEC 02[RV],35MM^2,YELLOW/GREEN,138A,CCC,CE [UNIT:METER] 25030419",9.43,9.43,KGS,516.14,54.7338,8.6023,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, PANYU, H07Z-K UL3386 25MM^2 BLACK 25030638 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER [DE MATERIAL COBRE, SIN CONECTORES] H07Z-K UL3386 25MM^2 BLACK",3.57,3.57,KGS,256.89,71.958,5.2427,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,POWER CABLE,"CABLE DE PODER [DE MATERIAL COBRE, SIN CONECTORES], PANYU, H07Z-K UL3386 25MM^2 BLACK CABLE DE PODER [DE MATERIAL COBRE, SIN CONECTORES] 0TH6042510001IIRD0087H POWER CABLE,450V/750V,H07Z-K UL3386,25MM^2,BLACK,138A,LSZH CABLE,VDE,UL [UNIT:METER] 25030638",2.4,2.4,KGS,132.74,55.3083,5.3096,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,MANUFACTURAS ELECTRICAS S A,MANUFACTURAS ELECTRICAS S A,ANIXTER INC,ANIXTER INC,8544491090,CABLE CAT6E,"CABLE, U.S.A. WIRE & CABLE, 23-04CAT6CCS APLICACION REDES DE ETHERNET INFORME N? 00280-2026-PRODUCE/DOPIF-EDIAZM CABLE ELECTRICO PARA TRANSMISION DE DATOS CAT6E, CON CONDUCTOR DE COBRE SOLIDO Y ARMADURA U.C.= MF",56.32,56.32,KGS,1729.87,30.715,5242.0303,United States,Peru,MIAMI,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,POWER CABLE,"CABLE DE PODER, DE COBRE SIN CONECTORES, NEXANS, 10265780 CABLE DE PODER, DE COBRE SIN CONECTORES 0TH6042601150SIRD0053H POWER CABLE,450V/750V,60227 IEC 02[RV],35MM^2,BLACK,138A,CCC,CE [UNIT:METER] 25030420",12.81,12.81,KGS,700.83,54.7096,8.7604,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-20,HUAWEI DEL PERU SAC,HUAWEI DEL PERU SAC,HUAWEI INTERNATIONAL CO LIMITED,HUAWEI INTERNATIONAL CO LTD,8544491090,-,"CABLE DE PODER, BCC, BCC60227IEC02[RV] 16MM^2 YELLOW/GREEN 25030429 PARA EQUIPOS DE TELECOMUNICACION CABLE DE PODER, DE COBRE SIN CONECTORES BCC60227IEC02[RV] 16MM^2 YELLOW/GREEN",61.52,61.52,KGS,4491.01,73.0008,2.994,China,Peru,MANZANILLO,,peru,imports,SEA,FOB
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,SOLDING CABLE,CABLE DE SOLDADURA,257.41,257.41,,2460.27,9.5578,9.5578,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,CABLE,CABLE FLEXSIL,237.8,237.8,,2272.93,9.5582,9.5582,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,SANTIAGO FELIPE CASTRO,SANTIAGO FELIPE CASTRO,KAIROS IMPORTADORA Y EXPORTADORA SPA MANZANA 05 Nº 017 IQUIQUE CHILE 56 966303425 KAIROSSPA2022 GMAIL COM,"KAIROS IMPORTADORA Y EXPORTADORA SPA, MANZANA 05, Nº 017, IQUIQUE, CHILE, (56) 966303425,  KAIROSSPA2022@gmail.com",8544499000,EXTENSION CORD,ALARGADOR/CORRIENTE,14.45,40.0,,4.02,0.2782,0.1005,Chile,Bolivia,,,bolivia,imports,ROAD,FOB
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,CABLE,CABLE FLEXSIL,8.94,8.94,,85.42,9.5548,9.5548,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,SILFLEX CABLE,CABLE SILFLEX PP,13.5,13.5,,129.01,9.5563,9.5563,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,SOLDING CABLE,CABLE DE SOLDADURA,19.34,19.34,,184.81,9.5558,9.5558,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,CABLE,CABLE FLEXSIL,129.52,129.52,,1237.9,9.5576,9.5576,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,CABLE,CABLE FLEXSIL,157.83,157.83,,1508.63,9.5586,9.5586,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,SOLDING CABLE,CABLE DE SOLDADURA,86.64,86.64,,828.04,9.5572,9.5572,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,SOLDING CABLE,CABLE DE SOLDADURA,91.64,91.64,,875.88,9.5578,9.5578,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,QUANTUMBATTERIES S R L,QUANTUMBATTERIES S.R.L.,MEYA BEARING CO LIMITED YAU LEE CENTRE 45 KWUN TONG HONG KONG 86 15265512555 SALES2 MEYABEARING COM,"MEYA BEARING CO., LIMITED, YAU LEE CENTRE, 45, KWUN TONG, HONG KONG, (86)15265512555,  sales2@meyabearing.com",8544491000,-,ALAMBRE DE SILICONA,75.63,75.63,,1665.17,22.0173,22.0173,China,Bolivia,,,bolivia,imports,MULTIMODEL,CFR
2026-03-19,MSIETEZ S R L,MSIETEZ S.R.L.,ELETRICA DANUBIO IND E COM DE MATERIAIS ELETRICOS LTDA RUA BARO DE PNEDO CUMBICA 319 GUARULHOS BRASIL 55 1133773333 CONTATO SIL COM BR,"ELETRICA DANUBIO IND. E COM.DE MATERIAIS ELETRICOS LTDA., RUA BARO DE PNEDO , CUMBICA, 319, ,  GUARULHOS, BRASIL, (55)1133773333, contato@sil.com.br",8544491000,CABLE,CABLE FLEXSIL,39.88,39.88,,381.13,9.5569,9.5569,Brazil,Bolivia,,,bolivia,imports,ROAD,FCA
2026-03-19,TETRA PAK CIA LTDA,TETRA PAK CIA.LTDA.,TETRA PAK TECHNICAL SERVICES,TETRA PAK TECHNICAL SERVICES,8544499000,INDUCTOR,INDUCTOR REPUESTO REPUESTO TETRA PAK 3502645-0000,12.14,8.0,KGS,3339.71,275.0997,417.4638,Sweden,Ecuador,MEX-MEXICO CITY-JUAREZ INTERNATIONAL AIRPORT,,ecuador,imports,AIR,
2026-03-19,FLANDERS DREDGING CORPORATION NV,FLANDERS DREDGING CORPORATION NV,CRYSTAL OFFSHORE PTE LTD,CRYSTAL OFFSHORE PTE LTD,8544499000,ELECTRIC CABLE,CABLE ELECTRICO - 3X35MM2 0.6/1KV MARINEFLEX YOZP:16191::BLACK CABLE ELECTRICO - 3X35MM2 0.6/1KV MARINEFLEX YOZP:16191::BLACK CABLE ELECTRICO - 3X35MM2 0.6/1KV MARINEFLEX YOZP:16191::BLACK SIN MARCA 2002011762 - 2,116.0,116.0,KGS,4225.23,36.4244,36.4244,Singapore,Ecuador,SIN-SINGAPORE-CHANGI AIRPORT,,ecuador,imports,AIR,
2026-03-19,ALH TECNOLOGIA S A S,ALH TECNOLOGIA S.A.S.,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO.LTD.,8544499000,CABLE,CABLE CABLE PRODUCTO TERMINADO SIN MARCA SIN MODELO,300.0,300.0,KGS,648.15,2.1605,2.1605,China,Ecuador,CNSHA-,,ecuador,imports,SEA,
2026-03-19,ECUACORRIENTE S A,ECUACORRIENTE S.A,JIANGSU HEHAI WATER SUPPLY AND DRAINAGE COMPLETE EQUIPMENT CO LTD,JIANGSU HEHAI WATER SUPPLY AND DRAINAGE COMPLETE EQUIPMENT CO LTD,8544491090,COPPER CORE WIRE,Copper Core Wire Copper Core Wire Cable con nucleo de cobre SM BVR 10,150.0,150.0,KGS,19.08,0.1272,0.1272,China,Ecuador,CNSHA-,,ecuador,imports,SEA,
2026-03-19,ALH TECNOLOGIA S A S,ALH TECNOLOGIA S.A.S.,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO.LTD.,8544499000,CABLE,CABLE CABLE PRODUCTO TERMINADO SIN MARCA SIN MODELO,200.0,200.0,KGS,580.31,2.9015,2.9015,China,Ecuador,CNSHA-,,ecuador,imports,SEA,
2026-03-19,ALH TECNOLOGIA S A S,ALH TECNOLOGIA S.A.S.,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,SUZHOU LIANHENG ENVIRONMENTAL PROTECTION TECHNOLOGY CO.LTD.,8544499000,CABLE,CABLE CABLE PRODUCTO TERMINADO SIN MARCA SIN MODELO,270.0,270.0,KGS,845.42,3.1312,3.1312,China,Ecuador,CNSHA-,,ecuador,imports,SEA,
2026-03-19,GENERAL CABLE PERU S A C,GENERAL CABLE PERU S.A.C.,COBRE CERRILLOS S A COCESA,COBRE CERRILLOS S A COCESA,8544491090,-,"CONDUCTORES ELECTRICOS, PRYSMIAN, S/M CODIGO: 20322091 CONDUCTORES ELECTRICOS PARA CIRCUITOS DE ALIMENTACION Y DISTRIBUCION DE SUBESTACIONES, IN EXZHELLENT RZ1-K 240 MM2 0,6/1KV NE 81% CONDUCTOR DE COBRE 19% COMPUESTO LIBRE DE HALOGENOS [LSZH]",2925.67,2925.67,KGS,37517.1,12.8234,31.2122,Chile,Peru,SAN ANTONIO,,peru,imports,SEA,FOB
2026-03-19,GENERAL CABLE PERU S A C,GENERAL CABLE PERU S.A.C.,COBRE CERRILLOS S A,COBRE CERRILLOS SA,8544491090,CONDUCTOR,"CONDUCTORES ELECTRICOS, PRYSMIAN GROUP, S/M EN CARRETES / CODIGO: 20397954 - PRODUCTO TERMINADO CONDUCTORES ELECTRICOS PARA LA INDUSTRIA Y MINERIA SECTORFLEX GREEN 3X70+1G35MM2 1KVNE 78% CONDUCTOR DE COBRE, 22% COMPUESTO LIBRE DE HALOGENOS [LSZH] / INFERIOR O IGUAL A 1000V",3984.47,3984.47,KGS,54606.62,13.7049,35.4819,Chile,Peru,SAN ANTONIO,,peru,imports,SEA,FOB
2026-03-19,GENERAL CABLE PERU S A C,GENERAL CABLE PERU S.A.C.,COBRE CERRILLOS S A,COBRE CERRILLOS SA,8544491090,CONDUCTOR,"CONDUCTORES ELECTRICOS, PRYSMIAN GROUP, S/M EN CARRETES / CODIGO: 20486743 - PRODUCTO TERMINADO CONDUCTORES ELECTRICOS PARA LA INDUSTRIA Y MINERIA XTU/EVA 12 AWG 600V AZ I13694471 37% CONDUCTOR DE COBRE, 63% COMPUESTO LIBRE DE HALOGENOS [LSZH] / INFERIOR O IGUAL A 1000V",218.12,218.12,KGS,2151.86,9.8655,0.7655,Chile,Peru,SAN ANTONIO,,peru,imports,SEA,FOB
2026-03-19,GENERAL CABLE PERU S A C,GENERAL CABLE PERU S.A.C.,COBRE CERRILLOS S A COCESA,COBRE CERRILLOS S A COCESA,8544491090,CONDUCTORS CABLE,"CONDUCTORES ELECTRICOS, PRYSMIAN, S/M CODIGO: 20499779 CABLE PORTATIL DE USO MINERO PARA SERVICIO EXTRAPESADO USADO COMO ALIMENTADOR FLEXIBLE EN SHD-GC 3X3/0+2X2+1X4 AWG 15KV SN AM EP4 48% CONDUCTOR DE COBRE AISLACION: GOMA DE ETILENO PROPILENO [EPR].CUBIERTA EXTERNA: COMPUE",4048.95,4048.95,KGS,64753.09,15.9926,111.8361,Chile,Peru,SAN ANTONIO,,peru,imports,SEA,FOB
